Timestamp_minutes,Température,Vibration,Pression,Bruit,Intensité électrique,Temps de fonctionnement,Panne
235.4,68.17629985709043,0.8523560505976712,5.015697932766388,58.07806311703539,11.346789824766521,4452.071760854075,1
1321.0333333333333,75.8041339368926,0.5018401630783438,5.803789153199755,58.97116503161414,10.5734474933554,1299.5726262984138,0
9.883333333333333,72.39161451935371,0.6743877848942352,4.989719721324747,68.02809916282558,12.436203089278965,2914.4116487711685,1
1429.2333333333331,71.73251940865357,0.5692722755116859,5.144591836559362,49.596297373045104,10.724829373485832,3864.9884641937424,0
944.8166666666668,71.81605664608125,0.5108046334464517,4.410538254350837,66.02909210358021,12.688019553996044,1515.2642066060826,1
320.2333333333333,77.61291117215623,0.7456650447672782,4.89016527382452,55.31602382520309,11.109948311739982,2104.137910007739,1
267.05,70.38410945530127,0.5202328796422802,5.304763022604301,53.13960406365193,8.402380270831543,2667.4735931599985,0
222.46666666666667,68.83297961862718,0.8998888373036358,4.222313133079378,65.89971065019232,13.44087918038376,760.8867473994337,1
997.0166666666668,74.9813340972357,0.426696700447601,5.100422546557855,63.65949034617191,12.05451488940476,227.31323925632356,0
1422.8666666666666,72.48139994889391,0.8232372412177101,5.050395536322403,66.27259351190595,13.367167095293837,848.748465659588,1
884.4166666666666,62.21709050670125,0.5775155494034783,5.020643727793719,64.00350973772788,9.66421406102025,3171.582744142313,0
237.41666666666663,75.87202080816724,0.7276657051931005,5.518579449329121,70.29922500868702,9.960057880404015,460.7294815150402,1
820.95,83.63104070562622,0.6510967106319032,5.167219257424261,62.79361918472242,11.108207930778399,1029.5121877656288,1
1300.3166666666666,74.25110871056746,0.475147138192555,5.739035949178222,59.21761311938421,8.316267432385951,1755.4840399069883,0
1299.3,68.2567393279607,0.6200531658473872,4.503205242202982,61.71463188660671,9.892621381589954,481.56331510119503,0
101.7,68.25371147840785,0.5140359869848047,5.067962283609174,66.21734564172982,11.605677958082454,1039.326428692009,0
881.1333333333333,68.39182474391309,0.3032930296412848,5.042233393194974,56.10312337369942,9.858337368127756,4565.221966019204,0
1261.1166666666666,80.3837399178042,0.3882813538292997,4.46537275312246,56.7405570873431,10.302322900348274,194.56574791222533,0
831.1833333333333,78.31017786180476,0.6781859411071047,5.478147501045673,58.45519992701046,13.254476080224956,3301.8164284543745,1
227.45,75.70541152152346,0.7261325828842549,6.162336652926409,49.47708600617334,10.739207771328413,1983.603761484406,1
